company_name,report_year,report_value,role_type,pct_of_role_type,source
eBay,2017,asian,all_roles,39.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,black,all_roles,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,hispanic,all_roles,6.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,white,all_roles,50.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,asian,leadership,15.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,black,leadership,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,hispanic,leadership,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2017,white,leadership,80.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-2017-EEO-1-Report.pdf
eBay,2018,asian,all_roles,40.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,black,all_roles,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,hispanic,all_roles,7.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,white,all_roles,48.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,asian,leadership,30.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,black,leadership,2.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,hispanic,leadership,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,white,leadership,62.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,asian,technical,71.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,black,technical,1.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,hispanic,technical,2.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2018,white,technical,25.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,asian,all_roles,40.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,black,all_roles,3.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,hispanic,all_roles,7.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,white,all_roles,48.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,asian,leadership,30.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,black,leadership,2.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,hispanic,leadership,4.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,white,leadership,63.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,asian,technical,71.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,black,technical,1.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,hispanic,technical,2.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
eBay,2019,white,technical,25.0%,https://static.ebayinc.com/assets/Uploads/Documents/eBay-DI-2019-Report.pdf
Facebook,2014,asian,all_roles,34.0%,https://diversity.fb.com/read-report/
Facebook,2014,black,all_roles,2.0%,https://diversity.fb.com/read-report/
Facebook,2014,hispanic,all_roles,4.0%,https://diversity.fb.com/read-report/
Facebook,2014,white,all_roles,57.0%,https://diversity.fb.com/read-report/
Facebook,2014,asian,leadership,19.0%,https://diversity.fb.com/read-report/
Facebook,2014,black,leadership,2.0%,https://diversity.fb.com/read-report/
Facebook,2014,hispanic,leadership,4.0%,https://diversity.fb.com/read-report/
Facebook,2014,white,leadership,74.0%,https://diversity.fb.com/read-report/
Facebook,2014,asian,non_technical,24.0%,https://diversity.fb.com/read-report/
Facebook,2014,black,non_technical,2.0%,https://diversity.fb.com/read-report/
Facebook,2014,hispanic,non_technical,6.0%,https://diversity.fb.com/read-report/
Facebook,2014,white,non_technical,63.0%,https://diversity.fb.com/read-report/
Facebook,2014,asian,technical,41.0%,https://diversity.fb.com/read-report/
Facebook,2014,black,technical,1.0%,https://diversity.fb.com/read-report/
Facebook,2014,hispanic,technical,3.0%,https://diversity.fb.com/read-report/
Facebook,2014,white,technical,53.0%,https://diversity.fb.com/read-report/
Facebook,2015,asian,all_roles,36.0%,https://diversity.fb.com/read-report/
Facebook,2015,black,all_roles,2.0%,https://diversity.fb.com/read-report/
Facebook,2015,hispanic,all_roles,4.0%,https://diversity.fb.com/read-report/
Facebook,2015,white,all_roles,55.0%,https://diversity.fb.com/read-report/
Facebook,2015,asian,leadership,21.0%,https://diversity.fb.com/read-report/
Facebook,2015,black,leadership,2.0%,https://diversity.fb.com/read-report/
Facebook,2015,hispanic,leadership,3.0%,https://diversity.fb.com/read-report/
Facebook,2015,white,leadership,73.0%,https://diversity.fb.com/read-report/
Facebook,2015,asian,non_technical,24.0%,https://diversity.fb.com/read-report/
Facebook,2015,black,non_technical,3.0%,https://diversity.fb.com/read-report/
Facebook,2015,hispanic,non_technical,7.0%,https://diversity.fb.com/read-report/
Facebook,2015,white,non_technical,62.0%,https://diversity.fb.com/read-report/
Facebook,2015,asian,technical,43.0%,https://diversity.fb.com/read-report/
Facebook,2015,black,technical,1.0%,https://diversity.fb.com/read-report/
Facebook,2015,hispanic,technical,3.0%,https://diversity.fb.com/read-report/
Facebook,2015,white,technical,51.0%,https://diversity.fb.com/read-report/
Facebook,2016,asian,all_roles,38.0%,https://diversity.fb.com/read-report/
Facebook,2016,black,all_roles,2.0%,https://diversity.fb.com/read-report/
Facebook,2016,hispanic,all_roles,4.0%,https://diversity.fb.com/read-report/
Facebook,2016,white,all_roles,52.0%,https://diversity.fb.com/read-report/
Facebook,2016,asian,leadership,21.0%,https://diversity.fb.com/read-report/
Facebook,2016,black,leadership,3.0%,https://diversity.fb.com/read-report/
Facebook,2016,hispanic,leadership,3.0%,https://diversity.fb.com/read-report/
Facebook,2016,white,leadership,71.0%,https://diversity.fb.com/read-report/
Facebook,2016,asian,non_technical,25.0%,https://diversity.fb.com/read-report/
Facebook,2016,black,non_technical,5.0%,https://diversity.fb.com/read-report/
Facebook,2016,hispanic,non_technical,7.0%,https://diversity.fb.com/read-report/
Facebook,2016,white,non_technical,60.0%,https://diversity.fb.com/read-report/
Facebook,2016,asian,technical,46.0%,https://diversity.fb.com/read-report/
Facebook,2016,black,technical,1.0%,https://diversity.fb.com/read-report/
Facebook,2016,hispanic,technical,3.0%,https://diversity.fb.com/read-report/
Facebook,2016,white,technical,48.0%,https://diversity.fb.com/read-report/
Facebook,2017,asian,all_roles,40.0%,https://diversity.fb.com/read-report/
Facebook,2017,black,all_roles,3.0%,https://diversity.fb.com/read-report/
Facebook,2017,hispanic,all_roles,5.0%,https://diversity.fb.com/read-report/
Facebook,2017,white,all_roles,49.0%,https://diversity.fb.com/read-report/
Facebook,2017,asian,leadership,21.0%,https://diversity.fb.com/read-report/
Facebook,2017,black,leadership,3.0%,https://diversity.fb.com/read-report/
Facebook,2017,hispanic,leadership,3.0%,https://diversity.fb.com/read-report/
Facebook,2017,white,leadership,71.0%,https://diversity.fb.com/read-report/
Facebook,2017,asian,non_technical,25.0%,https://diversity.fb.com/read-report/
Facebook,2017,black,non_technical,6.0%,https://diversity.fb.com/read-report/
Facebook,2017,hispanic,non_technical,8.0%,https://diversity.fb.com/read-report/
Facebook,2017,white,non_technical,57.0%,https://diversity.fb.com/read-report/
Facebook,2017,asian,technical,49.0%,https://diversity.fb.com/read-report/
Facebook,2017,black,technical,1.0%,https://diversity.fb.com/read-report/
Facebook,2017,hispanic,technical,3.0%,https://diversity.fb.com/read-report/
Facebook,2017,white,technical,45.0%,https://diversity.fb.com/read-report/
Facebook,2018,asian,all_roles,41.4%,https://diversity.fb.com/read-report/
Facebook,2018,black,all_roles,3.5%,https://diversity.fb.com/read-report/
Facebook,2018,hispanic,all_roles,4.9%,https://diversity.fb.com/read-report/
Facebook,2018,white,all_roles,46.6%,https://diversity.fb.com/read-report/
Facebook,2018,asian,leadership,21.6%,https://diversity.fb.com/read-report/
Facebook,2018,black,leadership,2.4%,https://diversity.fb.com/read-report/
Facebook,2018,hispanic,leadership,3.3%,https://diversity.fb.com/read-report/
Facebook,2018,white,leadership,69.7%,https://diversity.fb.com/read-report/
Facebook,2018,asian,non_technical,24.5%,https://diversity.fb.com/read-report/
Facebook,2018,black,non_technical,7.6%,https://diversity.fb.com/read-report/
Facebook,2018,hispanic,non_technical,8.4%,https://diversity.fb.com/read-report/
Facebook,2018,white,non_technical,53.9%,https://diversity.fb.com/read-report/
Facebook,2018,asian,technical,50.3%,https://diversity.fb.com/read-report/
Facebook,2018,black,technical,1.3%,https://diversity.fb.com/read-report/
Facebook,2018,hispanic,technical,3.1%,https://diversity.fb.com/read-report/
Facebook,2018,white,technical,42.7%,https://diversity.fb.com/read-report/
Facebook,2019,asian,all_roles,43.0%,https://diversity.fb.com/read-report/
Facebook,2019,black,all_roles,3.8%,https://diversity.fb.com/read-report/
Facebook,2019,hispanic,all_roles,5.2%,https://diversity.fb.com/read-report/
Facebook,2019,white,all_roles,44.2%,https://diversity.fb.com/read-report/
Facebook,2019,asian,leadership,24.9%,https://diversity.fb.com/read-report/
Facebook,2019,black,leadership,3.1%,https://diversity.fb.com/read-report/
Facebook,2019,hispanic,leadership,3.5%,https://diversity.fb.com/read-report/
Facebook,2019,white,leadership,65.4%,https://diversity.fb.com/read-report/
Facebook,2019,asian,non_technical,24.7%,https://diversity.fb.com/read-report/
Facebook,2019,black,non_technical,8.2%,https://diversity.fb.com/read-report/
Facebook,2019,hispanic,non_technical,8.8%,https://diversity.fb.com/read-report/
Facebook,2019,white,non_technical,52.5%,https://diversity.fb.com/read-report/
Facebook,2019,asian,technical,52.3%,https://diversity.fb.com/read-report/
Facebook,2019,black,technical,1.5%,https://diversity.fb.com/read-report/
Facebook,2019,hispanic,technical,3.5%,https://diversity.fb.com/read-report/
Facebook,2019,white,technical,40.0%,https://diversity.fb.com/read-report/
Facebook,2020,asian,all_roles,44.4%,https://diversity.fb.com/read-report/
Facebook,2020,black,all_roles,3.9%,https://diversity.fb.com/read-report/
Facebook,2020,hispanic,all_roles,6.3%,https://diversity.fb.com/read-report/
Facebook,2020,white,all_roles,41.0%,https://diversity.fb.com/read-report/
Facebook,2020,asian,leadership,25.4%,https://diversity.fb.com/read-report/
Facebook,2020,black,leadership,3.4%,https://diversity.fb.com/read-report/
Facebook,2020,hispanic,leadership,4.3%,https://diversity.fb.com/read-report/
Facebook,2020,white,leadership,63.2%,https://diversity.fb.com/read-report/
Facebook,2020,asian,non_technical,24.5%,https://diversity.fb.com/read-report/
Facebook,2020,black,non_technical,8.9%,https://diversity.fb.com/read-report/
Facebook,2020,hispanic,non_technical,10.7%,https://diversity.fb.com/read-report/
Facebook,2020,white,non_technical,49.4%,https://diversity.fb.com/read-report/
Facebook,2020,asian,technical,53.4%,https://diversity.fb.com/read-report/
Facebook,2020,black,technical,1.7%,https://diversity.fb.com/read-report/
Facebook,2020,hispanic,technical,4.3%,https://diversity.fb.com/read-report/
Facebook,2020,white,technical,37.2%,https://diversity.fb.com/read-report/
Google,2014,asian,all_roles,31.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,black,all_roles,2.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,hispanic,all_roles,4.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,white,all_roles,64.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,asian,leadership,24.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,black,leadership,1.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,hispanic,leadership,2.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,white,leadership,73.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,asian,non_technical,24.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,black,non_technical,4.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,hispanic,non_technical,6.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,white,non_technical,68.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,asian,technical,35.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,black,technical,1.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,hispanic,technical,3.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2014,white,technical,62.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,asian,all_roles,32.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,black,all_roles,2.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,hispanic,all_roles,4.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,white,all_roles,62.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,asian,leadership,25.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,black,leadership,2.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,hispanic,leadership,2.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,white,leadership,72.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,asian,non_technical,24.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,black,non_technical,4.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,hispanic,non_technical,7.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,white,non_technical,67.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,asian,technical,36.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,black,technical,1.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,hispanic,technical,4.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2015,white,technical,60.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,asian,all_roles,33.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,black,all_roles,2.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,hispanic,all_roles,5.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,white,all_roles,61.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,asian,leadership,25.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,black,leadership,1.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,hispanic,leadership,2.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,white,leadership,71.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,asian,non_technical,24.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,black,non_technical,5.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,hispanic,non_technical,7.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,white,non_technical,66.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,asian,technical,38.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,black,technical,1.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,hispanic,technical,4.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2016,white,technical,58.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,asian,all_roles,36.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,black,all_roles,2.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,hispanic,all_roles,5.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,white,all_roles,58.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,asian,leadership,27.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,black,leadership,2.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,hispanic,leadership,2.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,white,leadership,69.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,asian,non_technical,25.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,black,non_technical,5.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,hispanic,non_technical,7.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,white,non_technical,65.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,asian,technical,40.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,black,technical,1.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,hispanic,technical,4.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2017,white,technical,56.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
